,class1,class2,gender,noun,nounclass,predicate1,predicate2,response,slide_number,language,enjoyment,asses,age,education,comments,prolific,Browser,OS,screenH,screenW,time_in_minutes,participant_id
16,texture,age,Male,banana,food,smooth,new,0.03,19,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
17,color,size,Male,carrot,food,red,short,0.97,20,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
18,size,shape,Male,TV,furniture,tiny,round,0.94,21,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
19,shape,texture,Male,chair,furniture,round,soft,0.0,22,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
20,color,material,Male,desk,furniture,purple,wooden,0.01,23,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
21,shape,size,Male,banana,food,round,small,0.01,24,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
22,age,size,Male,desk,furniture,fresh,big,0.95,25,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
23,color,quality,Male,banana,food,purple,good,0.0,26,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
24,texture,size,Male,cheese,food,hard,short,0.97,27,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
25,color,shape,Male,tomato,food,blue,round,0.01,28,Ελλάδα,1,Yes,25,2,ενδιαφερον αλλα ισως υπερβολικα απλο,5d16079838325b001892e6f0,Chrome,Windows,1024,1280,4.763766666666666,11
0,age,shape,Other,chair,furniture,fresh,round,0.97,3,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
1,age,size,Other,desk,furniture,fresh,short,0.89,4,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
2,texture,shape,Other,desk,furniture,smooth,round,0.84,5,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
3,age,quality,Other,chair,furniture,new,broken,0.82,6,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
4,color,texture,Other,fan,furniture,red,smooth,0.13,7,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
5,shape,color,Other,cheese,food,square,yellow,0.85,8,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
6,size,color,Other,desk,furniture,long,purple,0.87,9,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
7,quality,texture,Other,chair,furniture,good,soft,0.84,10,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
8,color,size,Other,chair,furniture,brown,big,0.15,11,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
9,size,color,Other,apple,food,tiny,blue,0.89,12,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
10,age,size,Other,apple,food,old,tiny,0.89,13,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
11,color,material,Other,fan,furniture,brown,wooden,0.87,14,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
12,color,size,Other,tomato,food,green,long,0.1,15,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
13,age,size,Other,banana,food,rotten,big,0.08,16,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
14,quality,color,Other,apple,food,broken,purple,0.89,17,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
15,shape,age,Other,chair,furniture,square,fresh,0.07,18,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
16,texture,color,Other,cheese,food,hard,yellow,0.86,19,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
17,material,color,Other,TV,furniture,metal,purple,0.06,20,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
18,shape,size,Other,tomato,food,square,small,0.08,21,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
19,quality,color,Other,tomato,food,good,brown,0.89,22,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
20,texture,size,Other,TV,furniture,soft,small,0.06,23,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
21,shape,color,Other,apple,food,square,green,0.93,24,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
22,color,size,Other,couch,furniture,red,long,0.05,25,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
23,quality,age,Other,couch,furniture,good,new,0.9,26,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
24,color,size,Other,banana,food,red,short,0.07,27,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
25,shape,texture,Other,couch,furniture,round,hard,0.06,28,Ελληνικά,1,Yes,25,2,,5c94bac30955b70012a521ce,Chrome,Windows,768,1366,5.011083333333334,12
0,texture,age,Male,chair,furniture,smooth,old,0.0,3,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
1,material,size,Male,fan,furniture,wooden,short,0.0,4,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
2,quality,size,Male,cheese,food,broken,tiny,0.0,5,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
3,color,texture,Male,fan,furniture,green,soft,1.0,6,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
4,color,size,Male,couch,furniture,red,big,0.0,7,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
5,quality,color,Male,desk,furniture,good,brown,1.0,8,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
6,shape,material,Male,couch,furniture,square,wooden,0.0,9,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
7,color,material,Male,banana,food,blue,plastic,0.0,10,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
8,texture,color,Male,cheese,food,soft,brown,1.0,11,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
9,shape,age,Male,fan,furniture,round,new,0.0,12,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
10,quality,size,Male,carrot,food,good,short,0.0,13,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
11,color,texture,Male,cheese,food,brown,soft,0.0,14,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
12,color,age,Male,fan,furniture,green,old,1.0,15,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
13,age,shape,Male,banana,food,rotten,round,0.0,16,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
14,age,material,Male,chair,furniture,new,plastic,1.0,17,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
15,material,quality,Male,tomato,food,wooden,good,0.0,18,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
16,color,shape,Male,desk,furniture,purple,square,0.0,19,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
17,color,size,Male,couch,furniture,blue,tiny,0.0,20,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
18,color,size,Male,apple,food,blue,tiny,0.04,21,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
19,size,age,Male,TV,furniture,small,old,0.0,22,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
20,texture,age,Male,chair,furniture,hard,rotten,0.0,23,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
21,age,color,Male,apple,food,fresh,blue,1.0,24,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
22,texture,age,Male,cheese,food,hard,new,0.0,25,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
23,age,quality,Male,banana,food,old,broken,0.0,26,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
24,material,quality,Male,carrot,food,plastic,good,0.0,27,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
25,size,age,Male,couch,furniture,short,old,0.0,28,Ελληνική,1,Yes,22,2,,5d5328a0eab26a0018dad28a,Chrome,Windows,864,1536,2.7456833333333335,13
0,material,texture,Male,banana,food,metal,hard,1.0,3,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
1,color,material,Male,banana,food,red,plastic,0.0,4,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
2,age,color,Male,tomato,food,fresh,purple,1.0,5,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
3,color,age,Male,desk,furniture,brown,new,1.0,6,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
4,age,material,Male,TV,furniture,new,metal,1.0,7,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
5,age,material,Male,banana,food,old,plastic,0.0,8,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
6,quality,color,Male,fan,furniture,broken,green,0.0,9,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
7,material,color,Male,TV,furniture,wooden,green,1.0,10,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
8,quality,size,Male,couch,furniture,broken,big,0.0,11,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
9,shape,color,Male,tomato,food,square,blue,1.0,12,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
10,texture,quality,Male,tomato,food,soft,broken,1.0,13,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
11,color,size,Male,apple,food,red,big,1.0,14,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
12,age,size,Male,couch,furniture,new,tiny,1.0,15,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
13,quality,material,Male,carrot,food,good,wooden,1.0,16,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
14,material,size,Male,apple,food,wooden,tiny,1.0,17,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
15,quality,texture,Male,banana,food,good,hard,1.0,18,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
16,size,material,Male,fan,furniture,short,plastic,0.03,19,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
17,age,color,Male,cheese,food,fresh,red,0.96,20,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
18,material,age,Male,banana,food,plastic,rotten,0.0,21,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
19,texture,color,Male,desk,furniture,hard,purple,1.0,22,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
20,shape,size,Male,apple,food,round,big,0.0,23,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
21,material,quality,Male,fan,furniture,wooden,broken,1.0,24,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
22,shape,texture,Male,desk,furniture,square,smooth,1.0,25,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
23,shape,quality,Male,tomato,food,round,good,0.0,26,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
24,age,color,Male,couch,furniture,rotten,red,0.0,27,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
25,material,color,Male,fan,furniture,wooden,yellow,0.0,28,Ελληνικά,2,Yes,23,2,,5d9b1ce89d4ead001599ba7e,Chrome,Windows,1080,1920,4.077516666666667,14
0,material,quality,Female,chair,furniture,wooden,broken,0.03,3,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
1,size,age,Female,apple,food,short,new,1.0,4,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
2,age,material,Female,chair,furniture,new,plastic,1.0,5,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
3,color,shape,Female,tomato,food,purple,square,1.0,6,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
4,texture,color,Female,cheese,food,soft,purple,1.0,7,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
5,quality,color,Female,fan,furniture,broken,purple,1.0,8,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
6,color,material,Female,TV,furniture,green,wooden,1.0,9,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
7,age,material,Female,chair,furniture,old,plastic,1.0,10,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
8,age,color,Female,apple,food,new,green,1.0,11,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
9,shape,color,Female,banana,food,round,brown,1.0,12,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
10,age,color,Female,apple,food,new,blue,1.0,13,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
11,size,shape,Female,cheese,food,long,square,1.0,14,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
12,material,age,Female,desk,furniture,metal,old,0.0,15,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
13,size,age,Female,fan,furniture,long,old,0.0,16,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
14,texture,age,Female,carrot,food,smooth,old,1.0,17,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
15,color,material,Female,tomato,food,blue,wooden,1.0,18,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
16,size,age,Female,chair,furniture,long,rotten,0.0,19,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
17,size,color,Female,carrot,food,big,yellow,1.0,20,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
18,quality,color,Female,couch,furniture,good,brown,1.0,21,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
19,quality,texture,Female,couch,furniture,good,hard,1.0,22,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
20,shape,age,Female,cheese,food,square,new,0.0,23,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
21,size,age,Female,chair,furniture,long,new,1.0,24,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
22,color,age,Female,fan,furniture,purple,fresh,0.0,25,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
23,age,size,Female,TV,furniture,rotten,big,0.0,26,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
24,quality,material,Female,cheese,food,broken,plastic,1.0,27,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
25,color,size,Female,tomato,food,brown,long,1.0,28,Ελληνικά,2,Yes,22,0,,5d6c12352e6bbb001a122cef,Chrome,Windows,768,1366,4.002416666666667,15
0,color,texture,Male,desk,furniture,blue,soft,1.0,3,Ελληνικά,1,Yes,55,1,,5c9228e750067a00011b8755,Chrome,Windows,768,1366,3.4050166666666666,16
1,material,size,Male,cheese,food,plastic,small,1.0,4,Ελληνικά,1,Yes,55,1,,5c9228e750067a00011b8755,Chrome,Windows,768,1366,3.4050166666666666,16
2,size,texture,Male,cheese,food,small,hard,0.97,5,Ελληνικά,1,Yes,55,1,,5c9228e750067a00011b8755,Chrome,Windows,768,1366,3.4050166666666666,16
3,color,material,Male,carrot,food,red,plastic,0.04,6,Ελληνικά,1,Yes,55,1,,5c9228e750067a00011b8755,Chrome,Windows,768,1366,3.4050166666666666,16
4,quality,age,Male,apple,food,broken,fresh,0.03,7,Ελληνικά,1,Yes,55,1,,5c9228e750067a00011b8755,Chrome,Windows,768,1366,3.4050166666666666,16
